iter	Logloss
483	0.2071187374
484	0.2070126673
485	0.2067860585
486	0.2064664532
487	0.2060216256
488	0.205640068
489	0.2051703425
490	0.2048340171
491	0.2043901477
492	0.2040080716
493	0.2036690255
494	0.2033830783
495	0.2030607975
496	0.2027438707
497	0.2021710673
498	0.201807426
499	0.201359105
500	0.2010312727
501	0.200718457
502	0.2002454144
503	0.2000389754
504	0.1996628003
505	0.1993426554
506	0.1989140315
507	0.1985957081
508	0.198259247
509	0.1978112969
510	0.1974127347
511	0.197087053
512	0.1967507162
513	0.1964792077
514	0.1962008678
515	0.1960391818
516	0.1955694457
517	0.1952854979
518	0.1947412883
519	0.1943375719
520	0.1939935186
521	0.1938089528
522	0.1934800592
523	0.193133312
524	0.1928460285
525	0.1925790742
526	0.192274342
527	0.1919061566
528	0.1914878862
529	0.1911471888
530	0.1908697865
531	0.1905992044
532	0.1902536618
533	0.1899746639
534	0.1897585428
535	0.1894040267
536	0.1891149307
537	0.1887001787
538	0.1885497168
539	0.1881823093
540	0.1880333911
541	0.187747548
542	0.1873932746
543	0.187024131
544	0.1868774526
545	0.1864507162
546	0.1859448302
547	0.1856621469
548	0.1853270866
549	0.1849594667
550	0.1845759631
551	0.184294737
552	0.1839800438
553	0.183619113
554	0.1832986784
555	0.1828755782
556	0.1824569839
557	0.1821636258
558	0.1817911855
559	0.1814713984
560	0.1811527628
561	0.1810039961
562	0.1806626244
563	0.1802872941
564	0.1799361715
565	0.1796939725
566	0.1793635989
567	0.1790077891
568	0.1788081051
569	0.1785471297
570	0.1782608645
571	0.1779780921
572	0.1776929342
573	0.1773558068
574	0.1769920658
575	0.1766773032
576	0.1762806956
577	0.1759698797
578	0.1756152502
579	0.175407812
580	0.175128362
581	0.174766184
582	0.1744110787
583	0.1740037192
584	0.1737355947
585	0.1733404342
586	0.1729994429
587	0.1726987817
588	0.1724651599
589	0.1721740888
590	0.1718547723
591	0.1714756448
592	0.1711988954
593	0.1707998393
594	0.170382773
595	0.1701631287
596	0.1700054069
597	0.1698463762
598	0.1696194635
599	0.1693992219
600	0.1691702426
601	0.1688683287
602	0.1684964713
603	0.1681451304
604	0.1676682534
605	0.1674890423
606	0.1671802535
607	0.1669506211
608	0.1667301902
609	0.1664817703
610	0.166266106
611	0.1660476784
612	0.165767094
613	0.1654759823
614	0.1651712158
615	0.1649353648
616	0.1646812023
617	0.1644529487
618	0.1642088432
619	0.1639339515
620	0.1637810516
621	0.1635961412
622	0.1632356351
623	0.163028939
624	0.1627375251
625	0.1623153692
626	0.1621028258
627	0.1617883687
628	0.1614622072
629	0.161141096
630	0.1609319611
631	0.1606486353
632	0.1604890976
633	0.1601867452
634	0.1599137354
635	0.159701167
636	0.1595081681
637	0.1591557747
638	0.1589102734
639	0.1585716995
640	0.1583361841
641	0.1581367775
642	0.1579052146
643	0.1577805635
644	0.1574811988
645	0.1573052201
646	0.1570918736
647	0.1568626924
648	0.1566375647
649	0.1564382068
650	0.1561400472
651	0.1559558104
652	0.155749926
653	0.1554530461
654	0.1552171311
655	0.1550661609
656	0.1548284553
657	0.1545796487
658	0.1542584479
659	0.1540306653
660	0.1537683998
661	0.1534485914
662	0.1532114139
663	0.1529703083
664	0.1527859782
665	0.1526045292
666	0.1523430242
667	0.152091952
668	0.1518950839
669	0.1516827194
670	0.1514034533
671	0.15111928
672	0.1509537087
673	0.1507200197
674	0.1503824944
675	0.150195868
676	0.1499302835
677	0.1497837636
678	0.149650535
679	0.1493751905
680	0.1491214296
681	0.1488504777
682	0.1486796716
683	0.1484825911
684	0.1482391238
685	0.1480166907
686	0.1477872969
687	0.1475145078
688	0.147235087
689	0.1471683975
690	0.146927058
691	0.146733618
692	0.1465056436
693	0.146371662
694	0.1461305288
695	0.1459155599
696	0.1456751285
697	0.1454627946
698	0.1452299051
699	0.1450809596
700	0.1448650076
701	0.1446194084
702	0.1444625403
703	0.1442798946
704	0.1440735516
705	0.1438587188
706	0.1436184212
707	0.1433652868
708	0.143188022
709	0.1428963885
710	0.1427163087
711	0.1424921644
712	0.1422787407
713	0.1421184741
714	0.1418484142
715	0.141626683
716	0.141432907
717	0.1412282212
718	0.1410238592
719	0.1408533743
720	0.1405553488
721	0.1403618764
722	0.140109492
723	0.1399566895
724	0.1397999067
725	0.1396516106
726	0.1394714757
727	0.1393056329
728	0.1391639165
729	0.1389227927
730	0.1388057764
731	0.13864999
732	0.1384645434
733	0.1382901433
734	0.138060553
735	0.1378040852
736	0.1376508727
737	0.1374444739
738	0.1372145192
739	0.1369772451
740	0.1367009931
741	0.1365160662
742	0.1363615204
743	0.1362085552
744	0.1359887065
745	0.1358498276
746	0.1356650643
747	0.1354646852
748	0.1352792609
749	0.1350788947
750	0.134881485
751	0.1346359572
752	0.1343565276
753	0.1341530827
754	0.1339798175
755	0.1337395264
756	0.133566525
757	0.1333149892
758	0.1331310143
759	0.1329345069
760	0.1327649756
761	0.1325957789
762	0.1324506459
763	0.1323140908
764	0.1321540075
765	0.1319965967
766	0.1318041329
767	0.1316106105
768	0.1313910238
769	0.1311471335
770	0.1308986848
771	0.1307221963
772	0.1305296563
773	0.1304282424
774	0.130210791
775	0.1300773952
776	0.1298587719
777	0.1296530843
778	0.1294679545
779	0.1293103344
780	0.1291874643
781	0.1290141873
782	0.1288473825
783	0.128652041
784	0.1285075588
785	0.1283203376
786	0.1281530722
787	0.1279920427
788	0.1278175377
789	0.1275881886
790	0.1274086259
791	0.1272046601
792	0.1270307706
793	0.1269502159
794	0.1267316171
795	0.1265238253
796	0.1263380785
797	0.1261155
798	0.1258985066
799	0.1256610337
800	0.1255282563
801	0.1253487199
802	0.1251732837
803	0.1249551881
804	0.124832643
805	0.1246890698
806	0.1244600978
807	0.1242754134
808	0.1241111354
809	0.1239287708
810	0.1236920702
811	0.1235256233
812	0.1233793277
813	0.123162099
814	0.1229623037
815	0.1227916004
816	0.1225729138
817	0.1223848832
818	0.1221975899
819	0.1220613735
820	0.1219079303
821	0.1217831042
822	0.1215995811
823	0.1214826777
824	0.1213134884
825	0.121198162
826	0.1210351054
827	0.1208440922
828	0.1207195366
829	0.1204843236
830	0.1203571902
831	0.120176518
832	0.1200470215
833	0.1198540059
834	0.1196855153
835	0.1194398594
836	0.1192884789
837	0.1191278123
838	0.1189542998
839	0.1188018136
840	0.118668026
841	0.1184946364
842	0.1183027097
843	0.1181397813
844	0.1179397273
845	0.1177623637
846	0.117579785
847	0.117341516
848	0.1172220605
849	0.1170596102
850	0.1168262534
851	0.116679104
852	0.1165043561
853	0.1163456088
854	0.1161674053
855	0.1160179393
856	0.115770831
857	0.1156036756
858	0.1153754095
859	0.1152007473
860	0.1150399773
861	0.1148524791
862	0.1147285415
863	0.1145962822
864	0.1145241404
865	0.1143488347
866	0.1142113933
867	0.1140604506
868	0.1138755592
869	0.1137412649
870	0.1135916117
871	0.1134618115
872	0.1133342992
873	0.1131911255
874	0.1130922375
875	0.1129484603
876	0.1128216221
877	0.1127169741
878	0.1125760636
879	0.1124043614
880	0.1122166097
881	0.1120672062
882	0.1119627712
883	0.1117983133
884	0.1116415094
885	0.1114873422
886	0.1113224024
887	0.111179666
888	0.1110260981
889	0.1108635466
890	0.1106804326
891	0.1104532053
892	0.1103167816
893	0.1101696823
894	0.1100184775
895	0.1098782377
896	0.1096756457
897	0.1094962063
898	0.1093898002
899	0.109255824
900	0.1091479056
901	0.1090129372
902	0.1088724576
903	0.1087058208
904	0.1084910134
905	0.1083267443
906	0.1081806617
907	0.1080674167
908	0.1079296675
909	0.107822357
910	0.1076771364
911	0.1075620414
912	0.1074797035
913	0.1073557831
914	0.1072187026
915	0.1070936014
916	0.106984048
917	0.1068328997
918	0.1067366992
919	0.1065402892
920	0.1064028391
921	0.1062406549
922	0.1060893117
923	0.1059474867
924	0.1058431465
925	0.1057260965
926	0.1055923474
927	0.1054035034
928	0.1052771686
929	0.1051777581
930	0.105040481
931	0.1049864102
932	0.1048084951
933	0.1047251152
934	0.1045847129
935	0.1044528951
936	0.1043069774
937	0.1042236231
938	0.1041183516
939	0.1040044382
940	0.1038411864
941	0.1036965816
942	0.1035643447
943	0.1034015445
944	0.1032919755
945	0.103172529
946	0.103057318
947	0.1028970378
948	0.102749272
949	0.1026377556
950	0.1025298204
951	0.1024042733
952	0.1023050442
953	0.1022002996
954	0.1020429927
955	0.1019466149
956	0.1018289435
957	0.1017004516
958	0.1015452399
959	0.1014282501
960	0.1013232531
961	0.1011878474
962	0.1010667306
963	0.1009117741
964	0.1007873197
965	0.1006690722
966	0.1005223197
967	0.1003856999
968	0.1002458338
969	0.1001085765
970	0.09994981866
971	0.09983048058
972	0.09967150145
973	0.09959953988
974	0.09946322417
975	0.09933051599
976	0.09918859841
977	0.09902929655
978	0.09892858775
979	0.09878651744
980	0.0986908098
981	0.09855555925
982	0.09844026965
983	0.09832744922
984	0.09819964417
985	0.09814088709
986	0.09799285787
987	0.09781830132
988	0.097703458
989	0.09758574361
990	0.09743986759
991	0.09730371828
992	0.0971569786
993	0.09705989745
994	0.09694590094
995	0.09684806515
996	0.09671986636
997	0.09659752847
998	0.09647847361
999	0.09630462631
